Reviewer_ID;Project Title;Feasibility Rating;Rating Accuracy
z_assessor_2824;Global Compliance 200+ Jurisdiction;4;0
z_assessor_2879;Global Compliance 200+ Jurisdiction;3;1
z_assessor_2979;Global Compliance 200+ Jurisdiction;4;0
z_assessor_3016;Global Compliance 200+ Jurisdiction;5;0
z_assessor_3405;Global Compliance 200+ Jurisdiction;4;0
z_assessor_2108;Community Cyber Security Support;5;1
z_assessor_2817;Community Cyber Security Support;3;0
z_assessor_2824;Community Cyber Security Support;4;1
z_assessor_2335;Community Cyber Security Support;3;0
z_assessor_2336;Community Cyber Security Support;3;0
z_assessor_2108;Underprivileged DREPS Campaigning;5;0
z_assessor_2343;Underprivileged DREPS Campaigning;5;0
z_assessor_2504;Underprivileged DREPS Campaigning;5;0
z_assessor_2636;Underprivileged DREPS Campaigning;5;0
z_assessor_3365;Underprivileged DREPS Campaigning;5;0
z_assessor_3521;Underprivileged DREPS Campaigning;5;0
z_assessor_2108;AdaPulse: Independent Media Outlet;5;0
z_assessor_2358;AdaPulse: Independent Media Outlet;5;0
z_assessor_2795;AdaPulse: Independent Media Outlet;4;0
z_assessor_3004;AdaPulse: Independent Media Outlet;5;0
z_assessor_3308;AdaPulse: Independent Media Outlet;5;0
z_assessor_3319;AdaPulse: Independent Media Outlet;5;0
z_assessor_3402;AdaPulse: Independent Media Outlet;3;1
z_assessor_3472;AdaPulse: Independent Media Outlet;5;0
z_assessor_2108;DripDropz Open Source Voting Tool;5;1
z_assessor_2142;DripDropz Open Source Voting Tool;5;1
z_assessor_2482;DripDropz Open Source Voting Tool;5;1
z_assessor_2636;DripDropz Open Source Voting Tool;5;1
z_assessor_2688;DripDropz Open Source Voting Tool;5;1
z_assessor_2795;DripDropz Open Source Voting Tool;4;1
z_assessor_2817;DripDropz Open Source Voting Tool;5;1
z_assessor_2824;DripDropz Open Source Voting Tool;4;1
z_assessor_2883;DripDropz Open Source Voting Tool;5;1
z_assessor_2907;DripDropz Open Source Voting Tool;5;1
z_assessor_3160;DripDropz Open Source Voting Tool;3;0
z_assessor_3472;DripDropz Open Source Voting Tool;5;1
z_assessor_2108;Adosia Marketplace Updates;5;1
z_assessor_2142;Adosia Marketplace Updates;4;1
z_assessor_2795;Adosia Marketplace Updates;4;1
z_assessor_3170;Adosia Marketplace Updates;4;1
z_assessor_3183;Adosia Marketplace Updates;5;1
z_assessor_2108;Fracada Addressing Audit;5;1
z_assessor_2335;Fracada Addressing Audit;4;1
z_assessor_2359;Fracada Addressing Audit;5;1
z_assessor_2826;Fracada Addressing Audit;4;1
z_assessor_3144;Fracada Addressing Audit;5;1
z_assessor_3702;Fracada Addressing Audit;4;1
z_assessor_3865;Fracada Addressing Audit;2;0
z_assessor_2108;Tribal DIDs=Indigenous Sovereignty;5;0
z_assessor_3237;Tribal DIDs=Indigenous Sovereignty;5;0
z_assessor_3742;Tribal DIDs=Indigenous Sovereignty;5;0
z_assessor_2299;Tribal DIDs=Indigenous Sovereignty;5;0
z_assessor_2180;Tribal DIDs=Indigenous Sovereignty;5;0
z_assessor_2110;ETH NFT Artists->Cardano workshops;5;0
z_assessor_2222;ETH NFT Artists->Cardano workshops;5;0
z_assessor_2292;ETH NFT Artists->Cardano workshops;5;0
z_assessor_2352;ETH NFT Artists->Cardano workshops;5;0
z_assessor_2397;ETH NFT Artists->Cardano workshops;4;0
z_assessor_2464;ETH NFT Artists->Cardano workshops;5;0
z_assessor_2714;ETH NFT Artists->Cardano workshops;3;1
z_assessor_2745;ETH NFT Artists->Cardano workshops;5;0
z_assessor_2856;ETH NFT Artists->Cardano workshops;4;0
z_assessor_2886;ETH NFT Artists->Cardano workshops;5;0
z_assessor_2911;ETH NFT Artists->Cardano workshops;4;0
z_assessor_2996;ETH NFT Artists->Cardano workshops;4;0
z_assessor_3187;ETH NFT Artists->Cardano workshops;5;0
z_assessor_3255;ETH NFT Artists->Cardano workshops;3;1
z_assessor_3312;ETH NFT Artists->Cardano workshops;4;0
z_assessor_3319;ETH NFT Artists->Cardano workshops;5;0
z_assessor_3357;ETH NFT Artists->Cardano workshops;5;0
z_assessor_3472;ETH NFT Artists->Cardano workshops;5;0
z_assessor_3616;ETH NFT Artists->Cardano workshops;5;0
z_assessor_4079;ETH NFT Artists->Cardano workshops;3;1
z_assessor_2110;Onboard New Hispanic Ethereum Users;4;1
z_assessor_2209;Onboard New Hispanic Ethereum Users;5;1
z_assessor_2786;Onboard New Hispanic Ethereum Users;5;1
z_assessor_2815;Onboard New Hispanic Ethereum Users;4;1
z_assessor_2259;Onboard New Hispanic Ethereum Users;5;1
z_assessor_2113;Catalyst Swarm DAO Tools;3;0
z_assessor_2257;Catalyst Swarm DAO Tools;5;1
z_assessor_2292;Catalyst Swarm DAO Tools;5;1
z_assessor_2358;Catalyst Swarm DAO Tools;4;1
z_assessor_2670;Catalyst Swarm DAO Tools;5;1
z_assessor_2817;Catalyst Swarm DAO Tools;5;1
z_assessor_2895;Catalyst Swarm DAO Tools;5;1
z_assessor_2902;Catalyst Swarm DAO Tools;5;1
z_assessor_3241;Catalyst Swarm DAO Tools;5;1
z_assessor_3820;Catalyst Swarm DAO Tools;5;1
z_assessor_3844;Catalyst Swarm DAO Tools;5;1
z_assessor_2113;Voteaire Escrow Smart Contract;4;1
z_assessor_2307;Voteaire Escrow Smart Contract;3;0
z_assessor_2394;Voteaire Escrow Smart Contract;2;0
z_assessor_2436;Voteaire Escrow Smart Contract;4;1
z_assessor_2695;Voteaire Escrow Smart Contract;4;1
z_assessor_2893;Voteaire Escrow Smart Contract;5;1
z_assessor_3160;Voteaire Escrow Smart Contract;3;0
z_assessor_2114;MLabs - Plutarch v2;5;1
z_assessor_2352;MLabs - Plutarch v2;4;1
z_assessor_2356;MLabs - Plutarch v2;5;1
z_assessor_2463;MLabs - Plutarch v2;5;1
z_assessor_2675;MLabs - Plutarch v2;5;1
z_assessor_2811;MLabs - Plutarch v2;5;1
z_assessor_2940;MLabs - Plutarch v2;5;1
z_assessor_2996;MLabs - Plutarch v2;5;1
z_assessor_3158;MLabs - Plutarch v2;4;1
z_assessor_3181;MLabs - Plutarch v2;3;0
z_assessor_2114;MLabs - Apropos for Property Tests;5;1
z_assessor_2352;MLabs - Apropos for Property Tests;4;1
z_assessor_2675;MLabs - Apropos for Property Tests;5;1
z_assessor_2940;MLabs - Apropos for Property Tests;5;1
z_assessor_2996;MLabs - Apropos for Property Tests;4;1
z_assessor_3205;MLabs - Apropos for Property Tests;4;1
z_assessor_3279;MLabs - Apropos for Property Tests;5;1
z_assessor_2114;Rust SDK fix critical CBOR encoding;4;1
z_assessor_2169;Rust SDK fix critical CBOR encoding;4;1
z_assessor_2335;Rust SDK fix critical CBOR encoding;5;1
z_assessor_2482;Rust SDK fix critical CBOR encoding;5;1
z_assessor_2684;Rust SDK fix critical CBOR encoding;4;1
z_assessor_3255;Rust SDK fix critical CBOR encoding;3;0
z_assessor_2114;MLabs - Dev Documentation Drive;4;1
z_assessor_2123;MLabs - Dev Documentation Drive;4;1
z_assessor_2280;MLabs - Dev Documentation Drive;4;1
z_assessor_2564;MLabs - Dev Documentation Drive;5;1
z_assessor_2675;MLabs - Dev Documentation Drive;5;1
z_assessor_2757;MLabs - Dev Documentation Drive;4;1
z_assessor_3068;MLabs - Dev Documentation Drive;4;1
z_assessor_3296;MLabs - Dev Documentation Drive;3;0
z_assessor_3319;MLabs - Dev Documentation Drive;5;1
z_assessor_2123;RootsId Verifiable Credential;5;1
z_assessor_2463;RootsId Verifiable Credential;5;1
z_assessor_2636;RootsId Verifiable Credential;5;1
z_assessor_3105;RootsId Verifiable Credential;5;1
z_assessor_3205;RootsId Verifiable Credential;5;1
z_assessor_2123;Transaction Editor Hardware wallet;4;1
z_assessor_2169;Transaction Editor Hardware wallet;5;1
z_assessor_2222;Transaction Editor Hardware wallet;5;1
z_assessor_2496;Transaction Editor Hardware wallet;5;1
z_assessor_2702;Transaction Editor Hardware wallet;5;1
z_assessor_3160;Transaction Editor Hardware wallet;4;1
z_assessor_3473;Transaction Editor Hardware wallet;5;1
z_assessor_2123;RESTful wrapper for Plutus Offchain;4;1
z_assessor_2252;RESTful wrapper for Plutus Offchain;5;1
z_assessor_2397;RESTful wrapper for Plutus Offchain;5;1
z_assessor_2403;RESTful wrapper for Plutus Offchain;5;1
z_assessor_2554;RESTful wrapper for Plutus Offchain;5;1
z_assessor_2672;RESTful wrapper for Plutus Offchain;5;1
z_assessor_3007;RESTful wrapper for Plutus Offchain;5;1
z_assessor_3408;RESTful wrapper for Plutus Offchain;5;1
z_assessor_3521;RESTful wrapper for Plutus Offchain;5;1
z_assessor_2123;Add Senior Developers to Ecosystem;5;0
z_assessor_2312;Add Senior Developers to Ecosystem;4;0
z_assessor_2463;Add Senior Developers to Ecosystem;5;0
z_assessor_2483;Add Senior Developers to Ecosystem;5;0
z_assessor_2713;Add Senior Developers to Ecosystem;4;0
z_assessor_2831;Add Senior Developers to Ecosystem;5;0
z_assessor_3008;Add Senior Developers to Ecosystem;5;0
z_assessor_3021;Add Senior Developers to Ecosystem;5;0
z_assessor_3063;Add Senior Developers to Ecosystem;5;0
z_assessor_3205;Add Senior Developers to Ecosystem;4;0
z_assessor_3233;Add Senior Developers to Ecosystem;5;0
z_assessor_3408;Add Senior Developers to Ecosystem;5;0
z_assessor_2123;DAO-NET: Small Developer Funding;5;0
z_assessor_2463;DAO-NET: Small Developer Funding;5;0
z_assessor_2924;DAO-NET: Small Developer Funding;5;0
z_assessor_3063;DAO-NET: Small Developer Funding;5;0
z_assessor_3193;DAO-NET: Small Developer Funding;5;0
z_assessor_3449;DAO-NET: Small Developer Funding;5;0
z_assessor_3833;DAO-NET: Small Developer Funding;5;0
z_assessor_2123;Oura v2;5;1
z_assessor_2463;Oura v2;5;1
z_assessor_2822;Oura v2;5;1
z_assessor_3205;Oura v2;4;1
z_assessor_2169;Oura v2;5;1
z_assessor_4129;Oura v2;4;1
z_assessor_2129;Fetachain - IIoT Cardano Framework;5;1
z_assessor_2290;Fetachain - IIoT Cardano Framework;3;0
z_assessor_2381;Fetachain - IIoT Cardano Framework;4;1
z_assessor_2384;Fetachain - IIoT Cardano Framework;5;1
z_assessor_2517;Fetachain - IIoT Cardano Framework;4;1
z_assessor_2525;Fetachain - IIoT Cardano Framework;4;1
z_assessor_4060;Fetachain - IIoT Cardano Framework;4;1
z_assessor_2129;A standard for token verification;5;1
z_assessor_2403;A standard for token verification;4;1
z_assessor_2817;A standard for token verification;5;1
z_assessor_3325;A standard for token verification;5;1
z_assessor_3362;A standard for token verification;3;0
z_assessor_2129;Rare Bloom Cardano Community Event;5;1
z_assessor_2148;Rare Bloom Cardano Community Event;3;0
z_assessor_2817;Rare Bloom Cardano Community Event;5;1
z_assessor_2824;Rare Bloom Cardano Community Event;3;0
z_assessor_2907;Rare Bloom Cardano Community Event;3;0
z_assessor_2956;Rare Bloom Cardano Community Event;4;1
z_assessor_3915;Rare Bloom Cardano Community Event;5;1
z_assessor_2133;Spectrum.Network | Layer 2 for DeFi;5;0
z_assessor_2237;Spectrum.Network | Layer 2 for DeFi;5;0
z_assessor_2261;Spectrum.Network | Layer 2 for DeFi;4;0
z_assessor_2274;Spectrum.Network | Layer 2 for DeFi;4;0
z_assessor_2394;Spectrum.Network | Layer 2 for DeFi;5;0
z_assessor_2558;Spectrum.Network | Layer 2 for DeFi;4;0
z_assessor_3255;Spectrum.Network | Layer 2 for DeFi;5;0
z_assessor_2136;JPG DAO: Legal Review;4;0
z_assessor_2192;JPG DAO: Legal Review;3;1
z_assessor_2241;JPG DAO: Legal Review;5;0
z_assessor_2290;JPG DAO: Legal Review;5;0
z_assessor_2824;JPG DAO: Legal Review;3;1
z_assessor_2879;JPG DAO: Legal Review;1;1
z_assessor_3008;JPG DAO: Legal Review;5;0
z_assessor_3016;JPG DAO: Legal Review;4;0
z_assessor_2137;Catalyst Swarm & SingularityNET;4;1
z_assessor_2174;Catalyst Swarm & SingularityNET;5;1
z_assessor_2209;Catalyst Swarm & SingularityNET;5;1
z_assessor_2222;Catalyst Swarm & SingularityNET;5;1
z_assessor_2233;Catalyst Swarm & SingularityNET;5;1
z_assessor_2257;Catalyst Swarm & SingularityNET;5;1
z_assessor_2261;Catalyst Swarm & SingularityNET;3;0
z_assessor_2735;Catalyst Swarm & SingularityNET;4;1
z_assessor_2786;Catalyst Swarm & SingularityNET;3;0
z_assessor_2902;Catalyst Swarm & SingularityNET;5;1
z_assessor_3138;Catalyst Swarm & SingularityNET;5;1
z_assessor_3216;Catalyst Swarm & SingularityNET;5;1
z_assessor_2138;The Alexandria Project Web3 Library;3;1
z_assessor_2259;The Alexandria Project Web3 Library;4;0
z_assessor_2329;The Alexandria Project Web3 Library;5;0
z_assessor_2377;The Alexandria Project Web3 Library;4;0
z_assessor_3833;The Alexandria Project Web3 Library;3;1
z_assessor_2146;dRep tool for non-English speakers;4;1
z_assessor_2259;dRep tool for non-English speakers;5;1
z_assessor_2352;dRep tool for non-English speakers;5;1
z_assessor_2669;dRep tool for non-English speakers;5;1
z_assessor_2734;dRep tool for non-English speakers;4;1
z_assessor_2771;dRep tool for non-English speakers;5;1
z_assessor_3008;dRep tool for non-English speakers;5;1
z_assessor_3046;dRep tool for non-English speakers;5;1
z_assessor_3438;dRep tool for non-English speakers;5;1
z_assessor_3702;dRep tool for non-English speakers;3;0
z_assessor_3870;dRep tool for non-English speakers;5;1
z_assessor_2146;Support dRep Japan and Vietnam;4;0
z_assessor_2352;Support dRep Japan and Vietnam;4;0
z_assessor_2771;Support dRep Japan and Vietnam;5;0
z_assessor_2787;Support dRep Japan and Vietnam;5;0
z_assessor_2929;Support dRep Japan and Vietnam;4;0
z_assessor_3008;Support dRep Japan and Vietnam;4;0
z_assessor_3046;Support dRep Japan and Vietnam;4;0
z_assessor_3065;Support dRep Japan and Vietnam;5;0
z_assessor_3438;Support dRep Japan and Vietnam;5;0
z_assessor_3702;Support dRep Japan and Vietnam;4;0
z_assessor_3750;Support dRep Japan and Vietnam;5;0
z_assessor_3870;Support dRep Japan and Vietnam;5;0
z_assessor_2146;CardanoPress, A Plugin for Builders;4;1
z_assessor_2483;CardanoPress, A Plugin for Builders;5;1
z_assessor_2502;CardanoPress, A Plugin for Builders;5;1
z_assessor_2513;CardanoPress, A Plugin for Builders;5;1
z_assessor_2616;CardanoPress, A Plugin for Builders;5;1
z_assessor_2669;CardanoPress, A Plugin for Builders;5;1
z_assessor_3130;CardanoPress, A Plugin for Builders;5;1
z_assessor_3319;CardanoPress, A Plugin for Builders;5;1
z_assessor_3702;CardanoPress, A Plugin for Builders;4;1
z_assessor_3878;CardanoPress, A Plugin for Builders;4;1
z_assessor_2146;dRep Interview Channel;5;1
z_assessor_2554;dRep Interview Channel;4;1
z_assessor_2636;dRep Interview Channel;5;1
z_assessor_2771;dRep Interview Channel;5;1
z_assessor_3008;dRep Interview Channel;4;1
z_assessor_3046;dRep Interview Channel;5;1
z_assessor_3438;dRep Interview Channel;5;1
z_assessor_3717;dRep Interview Channel;5;1
z_assessor_3870;dRep Interview Channel;5;1
z_assessor_4100;dRep Interview Channel;5;1
z_assessor_4101;dRep Interview Channel;5;1
z_assessor_2151;Mediation Training & Certification;5;1
z_assessor_2215;Mediation Training & Certification;4;1
z_assessor_2259;Mediation Training & Certification;4;1
z_assessor_2365;Mediation Training & Certification;5;1
z_assessor_2822;Mediation Training & Certification;4;1
z_assessor_2893;Mediation Training & Certification;5;1
z_assessor_2915;Mediation Training & Certification;5;1
z_assessor_3008;Mediation Training & Certification;5;1
z_assessor_3016;Mediation Training & Certification;5;1
z_assessor_3312;Mediation Training & Certification;5;1
z_assessor_3353;Mediation Training & Certification;5;1
z_assessor_3648;Mediation Training & Certification;5;1
z_assessor_2169;Cardano Wallet OneBox;2;0
z_assessor_2299;Cardano Wallet OneBox;1;0
z_assessor_2324;Cardano Wallet OneBox;4;1
z_assessor_2335;Cardano Wallet OneBox;4;1
z_assessor_2675;Cardano Wallet OneBox;2;0
z_assessor_2684;Cardano Wallet OneBox;5;1
z_assessor_2980;Cardano Wallet OneBox;1;0
z_assessor_3906;Cardano Wallet OneBox;4;1
z_assessor_4072;Cardano Wallet OneBox;2;0
z_assessor_4083;Cardano Wallet OneBox;2;0
z_assessor_2170;ADAwell: Wellbeing DAO;5;1
z_assessor_2259;ADAwell: Wellbeing DAO;4;1
z_assessor_2360;ADAwell: Wellbeing DAO;5;1
z_assessor_2376;ADAwell: Wellbeing DAO;5;1
z_assessor_2448;ADAwell: Wellbeing DAO;5;1
z_assessor_2479;ADAwell: Wellbeing DAO;5;1
z_assessor_2790;ADAwell: Wellbeing DAO;5;1
z_assessor_3820;ADAwell: Wellbeing DAO;5;1
z_assessor_2174;ATALA Prism zKP + Hyperledger Aries;5;0
z_assessor_2274;ATALA Prism zKP + Hyperledger Aries;5;0
z_assessor_2386;ATALA Prism zKP + Hyperledger Aries;5;0
z_assessor_2397;ATALA Prism zKP + Hyperledger Aries;5;0
z_assessor_2795;ATALA Prism zKP + Hyperledger Aries;5;0
z_assessor_2928;ATALA Prism zKP + Hyperledger Aries;5;0
z_assessor_3045;ATALA Prism zKP + Hyperledger Aries;5;0
z_assessor_2174;AMA with Cross-Chain Communities;5;1
z_assessor_2786;AMA with Cross-Chain Communities;5;1
z_assessor_2878;AMA with Cross-Chain Communities;4;1
z_assessor_2993;AMA with Cross-Chain Communities;4;1
z_assessor_3296;AMA with Cross-Chain Communities;5;1
z_assessor_3319;AMA with Cross-Chain Communities;5;1
z_assessor_3399;AMA with Cross-Chain Communities;4;1
z_assessor_3408;AMA with Cross-Chain Communities;4;1
z_assessor_2186;Blockchain Surveys for DAOs & More;5;0
z_assessor_2292;Blockchain Surveys for DAOs & More;5;0
z_assessor_3008;Blockchain Surveys for DAOs & More;5;0
z_assessor_3319;Blockchain Surveys for DAOs & More;5;0
z_assessor_3411;Blockchain Surveys for DAOs & More;5;0
z_assessor_3616;Blockchain Surveys for DAOs & More;4;0
z_assessor_3930;Blockchain Surveys for DAOs & More;5;0
z_assessor_2186;Accelerator batch #3;5;0
z_assessor_2322;Accelerator batch #3;2;1
z_assessor_2324;Accelerator batch #3;5;0
z_assessor_2325;Accelerator batch #3;2;1
z_assessor_2332;Accelerator batch #3;5;0
z_assessor_2335;Accelerator batch #3;5;0
z_assessor_2356;Accelerator batch #3;3;1
z_assessor_2358;Accelerator batch #3;2;1
z_assessor_2464;Accelerator batch #3;5;0
z_assessor_2616;Accelerator batch #3;2;1
z_assessor_2675;Accelerator batch #3;5;0
z_assessor_2736;Accelerator batch #3;4;0
z_assessor_2893;Accelerator batch #3;4;0
z_assessor_2911;Accelerator batch #3;5;0
z_assessor_3205;Accelerator batch #3;5;0
z_assessor_3250;Accelerator batch #3;4;0
z_assessor_3470;Accelerator batch #3;2;1
z_assessor_3702;Accelerator batch #3;5;0
z_assessor_4056;Accelerator batch #3;3;1
z_assessor_2192;Outreach, Education & Collaboration;5;0
z_assessor_2217;Outreach, Education & Collaboration;4;0
z_assessor_2259;Outreach, Education & Collaboration;3;1
z_assessor_2298;Outreach, Education & Collaboration;4;0
z_assessor_2306;Outreach, Education & Collaboration;5;0
z_assessor_2352;Outreach, Education & Collaboration;5;0
z_assessor_2461;Outreach, Education & Collaboration;5;0
z_assessor_2462;Outreach, Education & Collaboration;4;0
z_assessor_2483;Outreach, Education & Collaboration;5;0
z_assessor_2615;Outreach, Education & Collaboration;4;0
z_assessor_2616;Outreach, Education & Collaboration;5;0
z_assessor_2729;Outreach, Education & Collaboration;4;0
z_assessor_2734;Outreach, Education & Collaboration;4;0
z_assessor_2786;Outreach, Education & Collaboration;5;0
z_assessor_2811;Outreach, Education & Collaboration;5;0
z_assessor_2856;Outreach, Education & Collaboration;4;0
z_assessor_2878;Outreach, Education & Collaboration;5;0
z_assessor_2906;Outreach, Education & Collaboration;4;0
z_assessor_2908;Outreach, Education & Collaboration;5;0
z_assessor_2957;Outreach, Education & Collaboration;5;0
z_assessor_2976;Outreach, Education & Collaboration;4;0
z_assessor_2984;Outreach, Education & Collaboration;3;1
z_assessor_2996;Outreach, Education & Collaboration;4;0
z_assessor_3008;Outreach, Education & Collaboration;5;0
z_assessor_3046;Outreach, Education & Collaboration;4;0
z_assessor_3124;Outreach, Education & Collaboration;4;0
z_assessor_3138;Outreach, Education & Collaboration;5;0
z_assessor_3160;Outreach, Education & Collaboration;3;1
z_assessor_3188;Outreach, Education & Collaboration;4;0
z_assessor_3216;Outreach, Education & Collaboration;4;0
z_assessor_3223;Outreach, Education & Collaboration;5;0
z_assessor_3230;Outreach, Education & Collaboration;5;0
z_assessor_3243;Outreach, Education & Collaboration;5;0
z_assessor_3279;Outreach, Education & Collaboration;4;0
z_assessor_3281;Outreach, Education & Collaboration;5;0
z_assessor_3312;Outreach, Education & Collaboration;5;0
z_assessor_3353;Outreach, Education & Collaboration;4;0
z_assessor_3362;Outreach, Education & Collaboration;4;0
z_assessor_3378;Outreach, Education & Collaboration;2;1
z_assessor_3408;Outreach, Education & Collaboration;5;0
z_assessor_3438;Outreach, Education & Collaboration;5;0
z_assessor_3497;Outreach, Education & Collaboration;5;0
z_assessor_3514;Outreach, Education & Collaboration;4;0
z_assessor_3521;Outreach, Education & Collaboration;5;0
z_assessor_3616;Outreach, Education & Collaboration;5;0
z_assessor_3623;Outreach, Education & Collaboration;3;1
z_assessor_3848;Outreach, Education & Collaboration;4;0
z_assessor_4097;Outreach, Education & Collaboration;3;1
z_assessor_4102;Outreach, Education & Collaboration;3;1
z_assessor_4104;Outreach, Education & Collaboration;4;0
z_assessor_2192;Cardano for MENA;3;0
z_assessor_2306;Cardano for MENA;4;1
z_assessor_2616;Cardano for MENA;4;1
z_assessor_2734;Cardano for MENA;4;1
z_assessor_2745;Cardano for MENA;3;0
z_assessor_2786;Cardano for MENA;4;1
z_assessor_2856;Cardano for MENA;4;1
z_assessor_2916;Cardano for MENA;5;1
z_assessor_2967;Cardano for MENA;3;0
z_assessor_3008;Cardano for MENA;4;1
z_assessor_3021;Cardano for MENA;4;1
z_assessor_3046;Cardano for MENA;4;1
z_assessor_3188;Cardano for MENA;4;1
z_assessor_3233;Cardano for MENA;5;1
z_assessor_3243;Cardano for MENA;5;1
z_assessor_3279;Cardano for MENA;3;0
z_assessor_3284;Cardano for MENA;4;1
z_assessor_3521;Cardano for MENA;4;1
z_assessor_3617;Cardano for MENA;4;1
z_assessor_3648;Cardano for MENA;5;1
z_assessor_4104;Cardano for MENA;3;0
z_assessor_2192;Cardano Tunisia;4;1
z_assessor_2259;Cardano Tunisia;2;0
z_assessor_2461;Cardano Tunisia;3;0
z_assessor_2786;Cardano Tunisia;5;1
z_assessor_2856;Cardano Tunisia;4;1
z_assessor_3046;Cardano Tunisia;3;0
z_assessor_3106;Cardano Tunisia;3;0
z_assessor_3223;Cardano Tunisia;4;1
z_assessor_3445;Cardano Tunisia;4;1
z_assessor_3616;Cardano Tunisia;4;1
z_assessor_2192;International students for Cardano;5;1
z_assessor_2207;International students for Cardano;5;1
z_assessor_2217;International students for Cardano;4;1
z_assessor_2259;International students for Cardano;4;1
z_assessor_2299;International students for Cardano;5;1
z_assessor_2301;International students for Cardano;5;1
z_assessor_2306;International students for Cardano;5;1
z_assessor_2352;International students for Cardano;4;1
z_assessor_2461;International students for Cardano;4;1
z_assessor_2483;International students for Cardano;5;1
z_assessor_2616;International students for Cardano;5;1
z_assessor_2631;International students for Cardano;5;1
z_assessor_2704;International students for Cardano;4;1
z_assessor_2734;International students for Cardano;4;1
z_assessor_2749;International students for Cardano;5;1
z_assessor_2786;International students for Cardano;5;1
z_assessor_2856;International students for Cardano;4;1
z_assessor_2929;International students for Cardano;5;1
z_assessor_2967;International students for Cardano;5;1
z_assessor_2984;International students for Cardano;5;1
z_assessor_2989;International students for Cardano;4;1
z_assessor_3046;International students for Cardano;4;1
z_assessor_3119;International students for Cardano;3;0
z_assessor_3124;International students for Cardano;4;1
z_assessor_3160;International students for Cardano;3;0
z_assessor_3243;International students for Cardano;5;1
z_assessor_3279;International students for Cardano;4;1
z_assessor_3281;International students for Cardano;4;1
z_assessor_3438;International students for Cardano;5;1
z_assessor_3617;International students for Cardano;4;1
z_assessor_4055;International students for Cardano;3;0
z_assessor_4103;International students for Cardano;2;0
z_assessor_2192;University Design Team;5;1
z_assessor_2217;University Design Team;4;1
z_assessor_2259;University Design Team;4;1
z_assessor_2299;University Design Team;4;1
z_assessor_2352;University Design Team;3;0
z_assessor_2461;University Design Team;4;1
z_assessor_2466;University Design Team;4;1
z_assessor_2483;University Design Team;5;1
z_assessor_2616;University Design Team;3;0
z_assessor_2703;University Design Team;5;1
z_assessor_2734;University Design Team;4;1
z_assessor_2786;University Design Team;5;1
z_assessor_2811;University Design Team;4;1
z_assessor_2856;University Design Team;4;1
z_assessor_2878;University Design Team;3;0
z_assessor_2916;University Design Team;4;1
z_assessor_2976;University Design Team;4;1
z_assessor_2989;University Design Team;3;0
z_assessor_3008;University Design Team;4;1
z_assessor_3022;University Design Team;5;1
z_assessor_3046;University Design Team;4;1
z_assessor_3140;University Design Team;4;1
z_assessor_3171;University Design Team;4;1
z_assessor_3173;University Design Team;5;1
z_assessor_3188;University Design Team;4;1
z_assessor_3189;University Design Team;4;1
z_assessor_3230;University Design Team;5;1
z_assessor_3243;University Design Team;5;1
z_assessor_3279;University Design Team;4;1
z_assessor_3281;University Design Team;3;0
z_assessor_3362;University Design Team;2;0
z_assessor_3408;University Design Team;3;0
z_assessor_3521;University Design Team;4;1
z_assessor_4072;University Design Team;5;1
z_assessor_4104;University Design Team;5;1
z_assessor_4108;University Design Team;3;0
z_assessor_2192;dRep Education Book Club;5;1
z_assessor_2207;dRep Education Book Club;5;1
z_assessor_2259;dRep Education Book Club;4;1
z_assessor_2343;dRep Education Book Club;5;1
z_assessor_2716;dRep Education Book Club;4;1
z_assessor_2754;dRep Education Book Club;5;1
z_assessor_3065;dRep Education Book Club;5;1
z_assessor_3160;dRep Education Book Club;4;1
z_assessor_3449;dRep Education Book Club;4;1
z_assessor_3702;dRep Education Book Club;4;1
z_assessor_2192;Catalyst tournament;5;1
z_assessor_2259;Catalyst tournament;4;1
z_assessor_2404;Catalyst tournament;5;1
z_assessor_2504;Catalyst tournament;4;1
z_assessor_2616;Catalyst tournament;5;1
z_assessor_2734;Catalyst tournament;4;1
z_assessor_2749;Catalyst tournament;5;1
z_assessor_2929;Catalyst tournament;5;1
z_assessor_3008;Catalyst tournament;4;1
z_assessor_3052;Catalyst tournament;4;1
z_assessor_3171;Catalyst tournament;4;1
z_assessor_3228;Catalyst tournament;5;1
z_assessor_3243;Catalyst tournament;5;1
z_assessor_3319;Catalyst tournament;4;1
z_assessor_3362;Catalyst tournament;4;1
z_assessor_3438;Catalyst tournament;5;1
z_assessor_3487;Catalyst tournament;5;1
z_assessor_3648;Catalyst tournament;5;1
z_assessor_4075;Catalyst tournament;5;1
z_assessor_4104;Catalyst tournament;5;1
z_assessor_2192;KYC Solution;4;0
z_assessor_2376;KYC Solution;5;0
z_assessor_2824;KYC Solution;4;0
z_assessor_2879;KYC Solution;2;1
z_assessor_3016;KYC Solution;3;1
z_assessor_2192;Fund Winner Marketing Logos;5;1
z_assessor_2616;Fund Winner Marketing Logos;5;1
z_assessor_2671;Fund Winner Marketing Logos;5;1
z_assessor_2878;Fund Winner Marketing Logos;5;1
z_assessor_2916;Fund Winner Marketing Logos;5;1
z_assessor_2971;Fund Winner Marketing Logos;4;1
z_assessor_3078;Fund Winner Marketing Logos;5;1
z_assessor_3408;Fund Winner Marketing Logos;5;1
z_assessor_2192;Medical Records Ownership Protocol;5;1
z_assessor_2228;Medical Records Ownership Protocol;5;1
